D1	D2	L1	L2	Shift	Mult	Time
0.34	0.66	0.00263	0.00499	396.94	7.09	18181.82
0.31	0.69	0.00275	0.00512	406.68	7.09	18636.36
0.34	0.66	0.00266	0.00502	415.61	7.09	19090.91
0.36	0.64	0.00273	0.00500	422.04	7.09	19545.45
0.36	0.64	0.00252	0.00496	436.27	7.09	20000.00
0.34	0.66	0.00272	0.00485	441.37	7.09	20454.55
0.37	0.63	0.00246	0.00526	459.01	7.09	20909.09
0.37	0.63	0.00240	0.00472	457.94	7.09	21363.64
0.37	0.63	0.00251	0.00475	477.39	7.09	21818.18
0.38	0.62	0.00246	0.00514	486.05	7.09	22272.73
0.37	0.63	0.00240	0.00480	488.21	7.09	22727.27
0.40	0.60	0.00228	0.00496	508.58	7.09	23181.82
0.40	0.60	0.00234	0.00491	511.22	7.09	23636.36
0.41	0.59	0.00229	0.00501	524.21	7.09	24090.91
0.42	0.58	0.00229	0.00514	537.65	7.09	24545.45
0.42	0.58	0.00244	0.00488	540.59	7.09	25000.00
0.40	0.60	0.00231	0.00482	552.60	7.09	25454.55
0.41	0.59	0.00231	0.00513	566.14	7.09	25909.09
0.41	0.59	0.00229	0.00489	575.20	7.09	26363.64
0.44	0.56	0.00217	0.00508	586.27	7.09	26818.18
0.42	0.58	0.00225	0.00474	587.18	7.09	27272.73
0.42	0.58	0.00219	0.00496	602.83	7.09	27727.27
0.42	0.58	0.00215	0.00477	607.80	7.09	28181.82
0.43	0.57	0.00218	0.00486	623.29	7.09	28636.36
0.42	0.58	0.00216	0.00491	629.24	7.09	29090.91
0.43	0.57	0.00203	0.00550	651.07	7.09	29545.45
0.45	0.55	0.00217	0.00484	647.69	7.09	30000.00
0.44	0.56	0.00209	0.00477	659.99	7.09	30454.55
0.44	0.56	0.00214	0.00476	668.97	7.09	30909.09
0.44	0.56	0.00208	0.00504	685.44	7.09	31363.64
0.46	0.54	0.00204	0.00532	689.30	7.09	31818.18
0.45	0.55	0.00210	0.00512	707.27	7.09	32272.73
0.48	0.52	0.00206	0.00551	721.12	7.09	32727.27
0.48	0.52	0.00196	0.00501	722.99	7.09	33181.82
0.46	0.54	0.00204	0.00493	732.48	7.09	33636.36
0.47	0.53	0.00208	0.00466	729.08	7.09	34090.91
0.50	0.50	0.00201	0.00571	758.98	7.09	34545.45
0.47	0.53	0.00195	0.00502	759.09	7.09	35000.00
0.50	0.50	0.00195	0.00500	764.40	7.09	35454.55
0.48	0.52	0.00193	0.00493	773.54	7.09	35909.09
0.49	0.51	0.00190	0.00528	796.20	7.09	36363.64
0.50	0.50	0.00185	0.00513	802.28	7.09	36818.18
0.51	0.49	0.00187	0.00515	812.50	7.09	37272.73
0.51	0.49	0.00192	0.00524	817.98	7.09	37727.27
0.52	0.48	0.00191	0.00511	829.93	7.09	38181.82
0.50	0.50	0.00187	0.00495	839.00	7.09	38636.36
0.51	0.49	0.00185	0.00524	855.56	7.09	39090.91
0.50	0.50	0.00184	0.00494	858.06	7.09	39545.45
0.52	0.48	0.00182	0.00526	873.87	7.09	40000.00
0.52	0.48	0.00185	0.00550	887.44	7.09	40454.55
0.52	0.48	0.00179	0.00501	886.92	7.09	40909.09
0.54	0.46	0.00176	0.00518	904.73	7.09	41363.64
0.52	0.48	0.00183	0.00503	906.11	7.09	41818.18
0.55	0.45	0.00168	0.00520	929.73	7.09	42272.73
0.54	0.46	0.00174	0.00490	930.95	7.09	42727.27
0.54	0.46	0.00173	0.00537	940.26	7.09	43181.82
0.57	0.43	0.00176	0.00509	943.49	7.09	43636.36
0.55	0.45	0.00173	0.00496	961.94	7.09	44090.91
0.55	0.45	0.00171	0.00498	969.55	7.09	44545.45
0.56	0.44	0.00171	0.00534	988.68	7.09	45000.00
0.55	0.45	0.00170	0.00497	986.51	7.09	45454.55
0.54	0.46	0.00171	0.00518	996.82	7.09	45909.09
0.55	0.45	0.00166	0.00499	1005.96	7.09	46363.64
0.57	0.43	0.00169	0.00491	1017.47	7.09	46818.18
0.55	0.45	0.00165	0.00512	1034.27	7.09	47272.73
0.58	0.42	0.00162	0.00514	1043.12	7.09	47727.27
0.58	0.42	0.00160	0.00537	1059.51	7.09	48181.82
0.57	0.43	0.00161	0.00537	1059.26	7.09	48636.36
0.59	0.41	0.00160	0.00522	1065.32	7.09	49090.91
0.58	0.42	0.00161	0.00478	1078.31	7.09	49545.45
0.58	0.42	0.00163	0.00541	1093.96	7.09	50000.00
0.17	0.83	0.00432	0.00436	105.30	7.18	5000.00
0.17	0.83	0.00439	0.00477	118.08	7.18	5454.55
0.18	0.82	0.00407	0.00477	129.30	7.18	5909.09
0.20	0.80	0.00394	0.00444	129.36	7.18	6363.64
0.20	0.80	0.00361	0.00454	147.20	7.18	6818.18
0.18	0.82	0.00384	0.00440	146.11	7.18	7272.73
0.21	0.79	0.00346	0.00451	161.84	7.18	7727.27
0.22	0.78	0.00377	0.00428	168.85	7.18	8181.82
0.22	0.78	0.00356	0.00441	177.93	7.18	8636.36
0.24	0.76	0.00330	0.00461	192.03	7.18	9090.91
0.24	0.76	0.00339	0.00462	202.36	7.18	9545.45
0.24	0.76	0.00356	0.00447	212.39	7.18	10000.00
0.25	0.75	0.00344	0.00466	222.07	7.18	10454.55
0.25	0.75	0.00337	0.00457	233.82	7.18	10909.09
0.26	0.74	0.00318	0.00481	242.41	7.18	11363.64
0.28	0.72	0.00321	0.00471	251.74	7.18	11818.18
0.28	0.72	0.00304	0.00473	259.29	7.18	12272.73
0.28	0.72	0.00319	0.00458	271.67	7.18	12727.27
0.28	0.72	0.00297	0.00452	278.73	7.18	13181.82
0.32	0.68	0.00288	0.00501	301.33	7.18	13636.36
0.28	0.72	0.00286	0.00481	306.83	7.18	14090.91
0.32	0.68	0.00290	0.00480	311.60	7.18	14545.45
0.29	0.71	0.00287	0.00465	324.08	7.18	15000.00
0.33	0.67	0.00281	0.00488	330.04	7.18	15454.55
0.32	0.68	0.00278	0.00492	346.47	7.18	15909.09
0.32	0.68	0.00279	0.00485	357.84	7.18	16363.64
0.30	0.70	0.00286	0.00483	357.89	7.18	16818.18
0.32	0.68	0.00284	0.00485	375.09	7.18	17272.73
0.33	0.67	0.00266	0.00476	384.80	7.18	17727.27
0.33	0.67	0.00268	0.00483	395.36	7.18	18181.82
0.33	0.67	0.00268	0.00512	405.27	7.18	18636.36
0.34	0.66	0.00274	0.00502	410.91	7.18	19090.91
0.37	0.63	0.00254	0.00500	424.78	7.18	19545.45
0.37	0.63	0.00249	0.00520	438.30	7.18	20000.00
0.38	0.62	0.00251	0.00484	443.36	7.18	20454.55
0.36	0.64	0.00258	0.00480	452.74	7.18	20909.09
0.38	0.62	0.00252	0.00493	464.00	7.18	21363.64
0.38	0.62	0.00231	0.00521	473.66	7.18	21818.18
0.40	0.60	0.00234	0.00506	489.85	7.18	22272.73
0.39	0.61	0.00243	0.00493	493.54	7.18	22727.27
0.40	0.60	0.00227	0.00492	500.51	7.18	23181.82
0.37	0.63	0.00243	0.00476	511.59	7.18	23636.36
0.37	0.63	0.00248	0.00489	524.48	7.18	24090.91
0.41	0.59	0.00241	0.00506	532.73	7.18	24545.45
0.40	0.60	0.00242	0.00484	544.92	7.18	25000.00
0.40	0.60	0.00234	0.00489	552.47	7.18	25454.55
0.41	0.59	0.00226	0.00475	557.20	7.18	25909.09
0.40	0.60	0.00224	0.00470	568.44	7.18	26363.64
0.42	0.58	0.00226	0.00530	583.63	7.18	26818.18
0.40	0.60	0.00231	0.00484	588.20	7.18	27272.73
0.41	0.59	0.00234	0.00476	603.20	7.18	27727.27
0.41	0.59	0.00215	0.00512	610.90	7.18	28181.82
0.43	0.57	0.00208	0.00495	619.38	7.18	28636.36
0.44	0.56	0.00208	0.00500	627.98	7.18	29090.91
0.45	0.55	0.00209	0.00519	642.44	7.18	29545.45
0.42	0.58	0.00217	0.00500	654.56	7.18	30000.00
0.45	0.55	0.00207	0.00500	666.87	7.18	30454.55
0.43	0.57	0.00212	0.00505	672.85	7.18	30909.09
0.46	0.54	0.00199	0.00500	684.68	7.18	31363.64
0.46	0.54	0.00208	0.00490	694.72	7.18	31818.18
0.48	0.52	0.00206	0.00544	712.06	7.18	32272.73
0.46	0.54	0.00203	0.00531	718.23	7.18	32727.27
0.44	0.56	0.00211	0.00508	722.78	7.18	33181.82
0.48	0.52	0.00199	0.00529	740.70	7.18	33636.36
0.50	0.50	0.00200	0.00489	743.79	7.18	34090.91
0.47	0.53	0.00191	0.00535	758.87	7.18	34545.45
0.48	0.52	0.00193	0.00489	758.64	7.18	35000.00
0.49	0.51	0.00192	0.00516	774.03	7.18	35454.55
0.48	0.52	0.00190	0.00500	782.48	7.18	35909.09
0.50	0.50	0.00188	0.00536	792.72	7.18	36363.64
0.51	0.49	0.00189	0.00540	811.98	7.18	36818.18
0.49	0.51	0.00187	0.00503	806.31	7.18	37272.73
0.49	0.51	0.00196	0.00514	821.90	7.18	37727.27
0.51	0.49	0.00188	0.00517	835.10	7.18	38181.82
0.52	0.48	0.00178	0.00544	849.55	7.18	38636.36
0.49	0.51	0.00192	0.00509	854.13	7.18	39090.91
0.51	0.49	0.00181	0.00485	857.36	7.18	39545.45
0.53	0.47	0.00182	0.00511	872.25	7.18	40000.00
0.53	0.47	0.00177	0.00495	877.06	7.18	40454.55
0.51	0.49	0.00185	0.00513	893.90	7.18	40909.09
0.54	0.46	0.00180	0.00567	910.11	7.18	41363.64
0.53	0.47	0.00173	0.00537	915.36	7.18	41818.18
0.53	0.47	0.00176	0.00495	919.62	7.18	42272.73
0.54	0.46	0.00172	0.00515	935.87	7.18	42727.27
0.56	0.44	0.00172	0.00523	945.09	7.18	43181.82
0.55	0.45	0.00168	0.00515	950.71	7.18	43636.36
0.55	0.45	0.00174	0.00529	963.62	7.18	44090.91
0.55	0.45	0.00168	0.00499	967.54	7.18	44545.45
0.55	0.45	0.00167	0.00536	979.61	7.18	45000.00
0.55	0.45	0.00173	0.00500	988.96	7.18	45454.55
0.56	0.44	0.00170	0.00500	1000.40	7.18	45909.09
0.54	0.46	0.00168	0.00492	1007.33	7.18	46363.64
0.57	0.43	0.00164	0.00557	1029.22	7.18	46818.18
0.57	0.43	0.00166	0.00533	1028.07	7.18	47272.73
0.56	0.44	0.00160	0.00556	1046.77	7.18	47727.27
0.58	0.42	0.00162	0.00513	1051.68	7.18	48181.82
0.58	0.42	0.00162	0.00505	1054.62	7.18	48636.36
0.56	0.44	0.00164	0.00526	1071.38	7.18	49090.91
0.58	0.42	0.00157	0.00536	1084.80	7.18	49545.45
0.58	0.42	0.00161	0.00515	1093.00	7.18	50000.00
0.17	0.83	0.00508	0.00436	102.51	7.27	5000.00
0.22	0.78	0.00417	0.00456	111.95	7.27	5454.55
0.18	0.82	0.00389	0.00431	115.51	7.27	5909.09
0.21	0.79	0.00383	0.00448	136.24	7.27	6363.64
0.21	0.79	0.00375	0.00450	139.72	7.27	6818.18
0.20	0.80	0.00388	0.00476	157.38	7.27	7272.73
0.21	0.79	0.00371	0.00473	168.25	7.27	7727.27
0.21	0.79	0.00364	0.00453	173.57	7.27	8181.82
0.23	0.77	0.00337	0.00481	188.04	7.27	8636.36
0.24	0.76	0.00346	0.00457	194.80	7.27	9090.91
0.24	0.76	0.00346	0.00460	205.54	7.27	9545.45
0.26	0.74	0.00330	0.00485	215.05	7.27	10000.00
0.25	0.75	0.00342	0.00471	221.37	7.27	10454.55
0.27	0.73	0.00329	0.00486	237.85	7.27	10909.09
0.24	0.76	0.00343	0.00463	239.94	7.27	11363.64
0.27	0.73	0.00312	0.00486	262.04	7.27	11818.18
0.24	0.76	0.00309	0.00464	264.85	7.27	12272.73
0.28	0.72	0.00307	0.00438	262.96	7.27	12727.27
0.26	0.74	0.00295	0.00452	283.36	7.27	13181.82
0.29	0.71	0.00309	0.00473	294.41	7.27	13636.36
0.30	0.70	0.00294	0.00478	305.29	7.27	14090.91
0.31	0.69	0.00302	0.00471	317.86	7.27	14545.45
0.32	0.68	0.00269	0.00512	328.14	7.27	15000.00
0.32	0.68	0.00272	0.00491	333.62	7.27	15454.55
0.31	0.69	0.00278	0.00458	337.31	7.27	15909.09
0.34	0.66	0.00289	0.00477	355.95	7.27	16363.64
0.32	0.68	0.00264	0.00503	368.58	7.27	16818.18
0.34	0.66	0.00273	0.00483	379.25	7.27	17272.73
0.32	0.68	0.00272	0.00481	386.64	7.27	17727.27
0.33	0.67	0.00258	0.00497	397.73	7.27	18181.82
0.34	0.66	0.00254	0.00477	399.95	7.27	18636.36
0.35	0.65	0.00263	0.00507	418.45	7.27	19090.91
0.32	0.68	0.00274	0.00453	417.11	7.27	19545.45
0.35	0.65	0.00267	0.00467	430.57	7.27	20000.00
0.35	0.65	0.00256	0.00465	438.14	7.27	20454.55
0.34	0.66	0.00261	0.00466	445.49	7.27	20909.09
0.38	0.62	0.00233	0.00523	472.03	7.27	21363.64
0.37	0.63	0.00243	0.00480	474.27	7.27	21818.18
0.38	0.62	0.00241	0.00458	473.86	7.27	22272.73
0.37	0.63	0.00253	0.00495	493.01	7.27	22727.27
0.38	0.62	0.00239	0.00479	497.48	7.27	23181.82
0.39	0.61	0.00227	0.00501	516.36	7.27	23636.36
0.39	0.61	0.00232	0.00492	523.01	7.27	24090.91
0.35	0.65	0.00239	0.00487	530.62	7.27	24545.45
0.40	0.60	0.00232	0.00508	538.94	7.27	25000.00
0.41	0.59	0.00227	0.00470	548.92	7.27	25454.55
0.40	0.60	0.00232	0.00479	561.10	7.27	25909.09
0.40	0.60	0.00230	0.00489	575.42	7.27	26363.64
0.41	0.59	0.00225	0.00513	582.29	7.27	26818.18
0.42	0.58	0.00230	0.00528	596.28	7.27	27272.73
0.41	0.59	0.00227	0.00480	598.06	7.27	27727.27
0.42	0.58	0.00218	0.00485	610.03	7.27	28181.82
0.44	0.56	0.00213	0.00534	628.57	7.27	28636.36
0.43	0.57	0.00216	0.00483	629.58	7.27	29090.91
0.44	0.56	0.00213	0.00477	641.41	7.27	29545.45
0.44	0.56	0.00213	0.00499	652.06	7.27	30000.00
0.43	0.57	0.00207	0.00492	660.61	7.27	30454.55
0.46	0.54	0.00207	0.00494	673.29	7.27	30909.09
0.47	0.53	0.00205	0.00568	690.14	7.27	31363.64
0.46	0.54	0.00207	0.00527	694.80	7.27	31818.18
0.45	0.55	0.00198	0.00529	710.55	7.27	32272.73
0.46	0.54	0.00194	0.00535	718.24	7.27	32727.27
0.47	0.53	0.00201	0.00499	724.25	7.27	33181.82
0.48	0.52	0.00201	0.00508	730.81	7.27	33636.36
0.48	0.52	0.00194	0.00485	738.23	7.27	34090.91
0.47	0.53	0.00200	0.00524	755.66	7.27	34545.45
0.47	0.53	0.00195	0.00546	772.20	7.27	35000.00
0.49	0.51	0.00193	0.00525	779.04	7.27	35454.55
0.48	0.52	0.00192	0.00493	779.45	7.27	35909.09
0.47	0.53	0.00199	0.00474	784.53	7.27	36363.64
0.50	0.50	0.00190	0.00535	807.19	7.27	36818.18
0.50	0.50	0.00188	0.00496	808.71	7.27	37272.73
0.48	0.52	0.00179	0.00506	825.29	7.27	37727.27
0.50	0.50	0.00188	0.00502	831.92	7.27	38181.82
0.52	0.48	0.00183	0.00532	839.83	7.27	38636.36
0.52	0.48	0.00180	0.00520	852.59	7.27	39090.91
0.51	0.49	0.00177	0.00485	854.09	7.27	39545.45
0.52	0.48	0.00179	0.00501	870.10	7.27	40000.00
0.52	0.48	0.00176	0.00515	888.03	7.27	40454.55
0.55	0.45	0.00180	0.00552	901.60	7.27	40909.09
0.52	0.48	0.00176	0.00542	907.32	7.27	41363.64
0.52	0.48	0.00178	0.00536	916.11	7.27	41818.18
0.53	0.47	0.00173	0.00536	928.47	7.27	42272.73
0.57	0.43	0.00177	0.00491	923.30	7.27	42727.27
0.55	0.45	0.00170	0.00508	942.09	7.27	43181.82
0.54	0.46	0.00169	0.00527	952.51	7.27	43636.36
0.55	0.45	0.00169	0.00495	956.28	7.27	44090.91
0.54	0.46	0.00174	0.00520	975.48	7.27	44545.45
0.57	0.43	0.00168	0.00527	986.44	7.27	45000.00
0.56	0.44	0.00165	0.00483	985.60	7.27	45454.55
0.56	0.44	0.00165	0.00525	1002.48	7.27	45909.09
0.56	0.44	0.00168	0.00507	1015.11	7.27	46363.64
0.53	0.47	0.00176	0.00502	1017.24	7.27	46818.18
0.54	0.46	0.00163	0.00504	1026.34	7.27	47272.73
0.56	0.44	0.00160	0.00522	1042.58	7.27	47727.27
0.56	0.44	0.00163	0.00501	1046.71	7.27	48181.82
0.57	0.43	0.00159	0.00535	1062.35	7.27	48636.36
0.56	0.44	0.00161	0.00479	1066.73	7.27	49090.91
0.58	0.42	0.00159	0.00538	1083.84	7.27	49545.45
0.60	0.40	0.00157	0.00569	1102.58	7.27	50000.00
0.19	0.81	0.00366	0.00451	105.00	7.36	5000.00
0.16	0.84	0.00418	0.00438	109.46	7.36	5454.55
0.21	0.79	0.00358	0.00455	126.88	7.36	5909.09
0.18	0.82	0.00393	0.00451	134.11	7.36	6363.64
0.21	0.79	0.00393	0.00448	145.30	7.36	6818.18
0.24	0.76	0.00340	0.00457	150.99	7.36	7272.73
0.20	0.80	0.00377	0.00447	162.94	7.36	7727.27
0.21	0.79	0.00349	0.00452	171.20	7.36	8181.82
0.23	0.77	0.00362	0.00453	183.60	7.36	8636.36
0.24	0.76	0.00337	0.00477	199.02	7.36	9090.91
0.21	0.79	0.00382	0.00448	196.20	7.36	9545.45
0.25	0.75	0.00347	0.00476	218.58	7.36	10000.00
0.24	0.76	0.00325	0.00469	224.16	7.36	10454.55
0.26	0.74	0.00329	0.00484	235.42	7.36	10909.09
0.24	0.76	0.00353	0.00464	244.18	7.36	11363.64
0.25	0.75	0.00313	0.00481	252.23	7.36	11818.18
0.28	0.72	0.00315	0.00474	269.42	7.36	12272.73
0.27	0.73	0.00310	0.00476	271.53	7.36	12727.27
0.25	0.75	0.00309	0.00457	280.57	7.36	13181.82
0.30	0.70	0.00287	0.00467	287.20	7.36	13636.36
0.28	0.72	0.00305	0.00485	302.17	7.36	14090.91
0.29	0.71	0.00279	0.00484	317.93	7.36	14545.45
0.30	0.70	0.00281	0.00455	316.76	7.36	15000.00
0.31	0.69	0.00280	0.00499	336.68	7.36	15454.55
0.32	0.68	0.00278	0.00489	339.00	7.36	15909.09
0.30	0.70	0.00265	0.00483	352.71	7.36	16363.64
0.31	0.69	0.00266	0.00500	366.68	7.36	16818.18
0.32	0.68	0.00271	0.00472	372.10	7.36	17272.73
0.29	0.71	0.00301	0.00508	387.19	7.36	17727.27
0.34	0.66	0.00270	0.00489	393.94	7.36	18181.82
0.34	0.66	0.00272	0.00498	403.30	7.36	18636.36
0.36	0.64	0.00262	0.00467	411.93	7.36	19090.91
0.32	0.68	0.00265	0.00476	416.95	7.36	19545.45
0.35	0.65	0.00257	0.00505	431.38	7.36	20000.00
0.33	0.67	0.00264	0.00478	436.07	7.36	20454.55
0.34	0.66	0.00250	0.00487	454.56	7.36	20909.09
0.37	0.63	0.00246	0.00507	462.49	7.36	21363.64
0.38	0.62	0.00242	0.00468	466.30	7.36	21818.18
0.35	0.65	0.00250	0.00453	476.91	7.36	22272.73
0.37	0.63	0.00226	0.00492	494.20	7.36	22727.27
0.36	0.64	0.00245	0.00504	505.40	7.36	23181.82
0.39	0.61	0.00232	0.00517	516.02	7.36	23636.36
0.40	0.60	0.00232	0.00511	529.16	7.36	24090.91
0.38	0.62	0.00244	0.00476	531.39	7.36	24545.45
0.41	0.59	0.00227	0.00488	539.95	7.36	25000.00
0.40	0.60	0.00227	0.00513	556.20	7.36	25454.55
0.37	0.63	0.00218	0.00498	564.93	7.36	25909.09
0.37	0.63	0.00231	0.00492	570.52	7.36	26363.64
0.41	0.59	0.00227	0.00503	578.33	7.36	26818.18
0.41	0.59	0.00222	0.00467	586.84	7.36	27272.73
0.42	0.58	0.00218	0.00506	601.12	7.36	27727.27
0.42	0.58	0.00209	0.00491	607.79	7.36	28181.82
0.43	0.57	0.00218	0.00498	618.70	7.36	28636.36
0.44	0.56	0.00214	0.00486	632.31	7.36	29090.91
0.44	0.56	0.00213	0.00476	642.16	7.36	29545.45
0.41	0.59	0.00212	0.00517	649.89	7.36	30000.00
0.43	0.57	0.00207	0.00552	666.45	7.36	30454.55
0.44	0.56	0.00211	0.00463	667.04	7.36	30909.09
0.44	0.56	0.00208	0.00464	677.17	7.36	31363.64
0.46	0.54	0.00200	0.00525	699.77	7.36	31818.18
0.44	0.56	0.00205	0.00491	695.24	7.36	32272.73
0.46	0.54	0.00205	0.00506	712.99	7.36	32727.27
0.46	0.54	0.00203	0.00488	722.71	7.36	33181.82
0.47	0.53	0.00193	0.00490	730.45	7.36	33636.36
0.45	0.55	0.00202	0.00494	742.80	7.36	34090.91
0.48	0.52	0.00197	0.00483	749.15	7.36	34545.45
0.46	0.54	0.00197	0.00490	756.13	7.36	35000.00
0.49	0.51	0.00191	0.00498	773.89	7.36	35454.55
0.48	0.52	0.00192	0.00504	777.18	7.36	35909.09
0.48	0.52	0.00197	0.00510	791.59	7.36	36363.64
0.50	0.50	0.00181	0.00492	800.09	7.36	36818.18
0.48	0.52	0.00190	0.00508	811.13	7.36	37272.73
0.50	0.50	0.00183	0.00522	825.13	7.36	37727.27
0.49	0.51	0.00185	0.00515	832.01	7.36	38181.82
0.50	0.50	0.00190	0.00533	845.87	7.36	38636.36
0.47	0.53	0.00186	0.00529	857.16	7.36	39090.91
0.51	0.49	0.00183	0.00481	859.28	7.36	39545.45
0.52	0.48	0.00177	0.00516	874.22	7.36	40000.00
0.52	0.48	0.00177	0.00478	871.77	7.36	40454.55
0.53	0.47	0.00177	0.00513	887.57	7.36	40909.09
0.52	0.48	0.00173	0.00530	905.67	7.36	41363.64
0.53	0.47	0.00181	0.00502	911.16	7.36	41818.18
0.51	0.49	0.00173	0.00491	915.19	7.36	42272.73
0.53	0.47	0.00168	0.00554	936.25	7.36	42727.27
0.54	0.46	0.00174	0.00505	942.34	7.36	43181.82
0.55	0.45	0.00169	0.00521	956.05	7.36	43636.36
0.53	0.47	0.00165	0.00517	957.82	7.36	44090.91
0.54	0.46	0.00171	0.00527	975.56	7.36	44545.45
0.54	0.46	0.00163	0.00539	985.50	7.36	45000.00
0.56	0.44	0.00165	0.00512	990.97	7.36	45454.55
0.55	0.45	0.00166	0.00513	1007.24	7.36	45909.09
0.56	0.44	0.00167	0.00511	1004.99	7.36	46363.64
0.55	0.45	0.00170	0.00518	1025.03	7.36	46818.18
0.55	0.45	0.00166	0.00493	1026.06	7.36	47272.73
0.57	0.43	0.00160	0.00530	1046.28	7.36	47727.27
0.57	0.43	0.00162	0.00527	1057.15	7.36	48181.82
0.55	0.45	0.00166	0.00492	1061.22	7.36	48636.36
0.58	0.42	0.00160	0.00533	1077.05	7.36	49090.91
0.58	0.42	0.00161	0.00541	1087.11	7.36	49545.45
0.60	0.40	0.00157	0.00560	1094.81	7.36	50000.00
0.17	0.83	0.00415	0.00450	102.32	7.45	5000.00
0.18	0.82	0.00476	0.00443	116.14	7.45	5454.55
0.19	0.81	0.00349	0.00460	124.74	7.45	5909.09
0.21	0.79	0.00375	0.00445	132.30	7.45	6363.64
0.22	0.78	0.00331	0.00492	148.87	7.45	6818.18
0.23	0.77	0.00336	0.00452	147.12	7.45	7272.73
0.23	0.77	0.00334	0.00455	164.27	7.45	7727.27
0.21	0.79	0.00354	0.00474	177.27	7.45	8181.82
0.21	0.79	0.00361	0.00457	182.22	7.45	8636.36
0.20	0.80	0.00397	0.00453	196.96	7.45	9090.91
0.20	0.80	0.00367	0.00435	197.38	7.45	9545.45
0.24	0.76	0.00336	0.00463	215.33	7.45	10000.00
0.25	0.75	0.00334	0.00459	223.33	7.45	10454.55
0.23	0.77	0.00311	0.00474	232.57	7.45	10909.09
0.25	0.75	0.00312	0.00473	249.34	7.45	11363.64
0.29	0.71	0.00292	0.00504	261.57	7.45	11818.18
0.26	0.74	0.00323	0.00428	256.38	7.45	12272.73
0.27	0.73	0.00305	0.00467	275.01	7.45	12727.27
0.28	0.72	0.00291	0.00481	287.75	7.45	13181.82
0.27	0.73	0.00297	0.00475	297.29	7.45	13636.36
0.29	0.71	0.00295	0.00475	297.72	7.45	14090.91
0.28	0.72	0.00303	0.00461	312.06	7.45	14545.45
0.30	0.70	0.00292	0.00471	324.14	7.45	15000.00
0.30	0.70	0.00293	0.00479	330.63	7.45	15454.55
0.30	0.70	0.00288	0.00498	347.47	7.45	15909.09
0.32	0.68	0.00277	0.00469	350.05	7.45	16363.64
0.33	0.67	0.00272	0.00521	365.26	7.45	16818.18
0.31	0.69	0.00286	0.00476	370.82	7.45	17272.73
0.30	0.70	0.00281	0.00454	379.64	7.45	17727.27
0.33	0.67	0.00271	0.00493	395.08	7.45	18181.82
0.34	0.66	0.00261	0.00466	404.30	7.45	18636.36
0.31	0.69	0.00272	0.00462	411.54	7.45	19090.91
0.31	0.69	0.00259	0.00467	421.80	7.45	19545.45
0.33	0.67	0.00254	0.00502	438.15	7.45	20000.00
0.34	0.66	0.00240	0.00494	448.50	7.45	20454.55
0.35	0.65	0.00248	0.00477	457.21	7.45	20909.09
0.38	0.62	0.00249	0.00506	462.88	7.45	21363.64
0.35	0.65	0.00246	0.00506	472.99	7.45	21818.18
0.37	0.63	0.00252	0.00477	485.07	7.45	22272.73
0.37	0.63	0.00248	0.00480	490.41	7.45	22727.27
0.37	0.63	0.00222	0.00498	508.26	7.45	23181.82
0.37	0.63	0.00238	0.00481	507.82	7.45	23636.36
0.40	0.60	0.00237	0.00497	524.85	7.45	24090.91
0.39	0.61	0.00231	0.00500	533.85	7.45	24545.45
0.39	0.61	0.00230	0.00474	540.30	7.45	25000.00
0.39	0.61	0.00227	0.00509	552.49	7.45	25454.55
0.40	0.60	0.00224	0.00518	567.86	7.45	25909.09
0.39	0.61	0.00223	0.00523	580.09	7.45	26363.64
0.37	0.63	0.00225	0.00497	585.28	7.45	26818.18
0.41	0.59	0.00219	0.00543	598.47	7.45	27272.73
0.41	0.59	0.00225	0.00508	605.25	7.45	27727.27
0.42	0.58	0.00212	0.00513	615.57	7.45	28181.82
0.41	0.59	0.00219	0.00486	622.07	7.45	28636.36
0.42	0.58	0.00220	0.00494	630.32	7.45	29090.91
0.41	0.59	0.00218	0.00487	642.38	7.45	29545.45
0.43	0.57	0.00213	0.00537	660.18	7.45	30000.00
0.44	0.56	0.00206	0.00522	667.82	7.45	30454.55
0.44	0.56	0.00216	0.00509	670.22	7.45	30909.09
0.42	0.58	0.00211	0.00493	682.37	7.45	31363.64
0.43	0.57	0.00205	0.00505	694.82	7.45	31818.18
0.44	0.56	0.00206	0.00504	709.29	7.45	32272.73
0.46	0.54	0.00205	0.00496	711.94	7.45	32727.27
0.45	0.55	0.00192	0.00506	722.21	7.45	33181.82
0.46	0.54	0.00201	0.00497	729.67	7.45	33636.36
0.45	0.55	0.00198	0.00490	739.46	7.45	34090.91
0.47	0.53	0.00196	0.00494	748.20	7.45	34545.45
0.47	0.53	0.00200	0.00496	765.47	7.45	35000.00
0.48	0.52	0.00191	0.00475	769.72	7.45	35454.55
0.48	0.52	0.00185	0.00533	787.78	7.45	35909.09
0.47	0.53	0.00190	0.00539	793.97	7.45	36363.64
0.47	0.53	0.00195	0.00509	803.51	7.45	36818.18
0.49	0.51	0.00182	0.00517	815.29	7.45	37272.73
0.48	0.52	0.00188	0.00533	819.91	7.45	37727.27
0.51	0.49	0.00185	0.00550	841.53	7.45	38181.82
0.50	0.50	0.00178	0.00518	848.48	7.45	38636.36
0.49	0.51	0.00182	0.00521	854.90	7.45	39090.91
0.51	0.49	0.00183	0.00511	865.86	7.45	39545.45
0.49	0.51	0.00181	0.00510	873.54	7.45	40000.00
